TBLID,GEOID,GEONAME,PROFLN,ESTIMATE,MG_ERROR
R2510,04000C2US17,Illinois -- In metropolitan statistical area -- not in principal city,87,"245,200","+/-2,130"
R2510,04000C2US18,Indiana -- In metropolitan statistical area -- not in principal city,87,"214,600","+/-2,967"
R2510,04000C2US19,Iowa -- In metropolitan statistical area -- not in principal city,87,"243,600","+/-4,433"
R2510,04000C2US20,Kansas -- In metropolitan statistical area -- not in principal city,87,"242,900","+/-4,270"
R2510,04000C2US21,Kentucky -- In metropolitan statistical area -- not in principal city,87,"209,700","+/-4,226"
R2510,04000C2US22,Louisiana -- In metropolitan statistical area -- not in principal city,87,"197,100","+/-3,693"
R2510,04000C2US23,Maine -- In metropolitan statistical area -- not in principal city,87,"305,300","+/-8,377"
R2510,04000C2US24,Maryland -- In metropolitan statistical area -- not in principal city,87,"384,300","+/-2,784"
R2510,04000C2US25,Massachusetts -- In metropolitan statistical area -- not in principal city,87,"472,800","+/-2,966"
R2510,04000C2US26,Michigan -- In metropolitan statistical area -- not in principal city,87,"227,100","+/-1,788"
R2510,04000C2US27,Minnesota -- In metropolitan statistical area -- not in principal city,87,"311,100","+/-2,831"
R2510,04000C2US28,Mississippi -- In metropolitan statistical area -- not in principal city,87,"188,400","+/-4,977"
R2510,04000C2US29,Missouri -- In metropolitan statistical area -- not in principal city,87,"225,300","+/-2,774"
R2510,04000C2US30,Montana -- In metropolitan statistical area -- not in principal city,87,"353,800","+/-16,254"
R2510,04000C2US31,Nebraska -- In metropolitan statistical area -- not in principal city,87,"261,300","+/-6,707"
R2510,04000C2US32,Nevada -- In metropolitan statistical area -- not in principal city,87,"371,300","+/-4,886"
R2510,04000C2US33,New Hampshire -- In metropolitan statistical area -- not in principal city,87,"389,600","+/-5,985"
R2510,04000C2US34,New Jersey -- In metropolitan statistical area -- not in principal city,87,"393,000","+/-2,571"
R2510,04000C2US35,New Mexico -- In metropolitan statistical area -- not in principal city,87,"229,600","+/-7,148"
R2510,04000C2US36,New York -- In metropolitan statistical area -- not in principal city,87,"346,900","+/-3,021"
R2510,04000C2US37,North Carolina -- In metropolitan statistical area -- not in principal city,87,"243,100","+/-3,053"
R2510,04000C2US38,North Dakota -- In metropolitan statistical area -- not in principal city,87,"275,100","+/-15,830"
R2510,04000C2US39,Ohio -- In metropolitan statistical area -- not in principal city,87,"207,400","+/-1,741"
R2510,04000C2US40,Oklahoma -- In metropolitan statistical area -- not in principal city,87,"189,600","+/-3,097"
R2510,04000C2US41,Oregon -- In metropolitan statistical area -- not in principal city,87,"446,400","+/-4,968"
R2510,04000C2US42,Pennsylvania -- In metropolitan statistical area -- not in principal city,87,"246,100","+/-1,518"
R2510,04000C2US44,Rhode Island -- In metropolitan statistical area -- not in principal city,87,"360,100","+/-5,527"
R2510,04000C2US45,South Carolina -- In metropolitan statistical area -- not in principal city,87,"219,000","+/-2,738"
R2510,04000C2US46,South Dakota -- In metropolitan statistical area -- not in principal city,87,"258,100","+/-11,801"
R2510,04000C2US47,Tennessee -- In metropolitan statistical area -- not in principal city,87,"263,200","+/-3,385"
R2510,04000C2US48,Texas -- In metropolitan statistical area -- not in principal city,87,"261,700","+/-2,264"
R2510,04000C2US49,Utah -- In metropolitan statistical area -- not in principal city,87,"440,300","+/-4,064"
R2510,04000C2US50,Vermont -- In metropolitan statistical area -- not in principal city,87,"339,500","+/-13,333"
R2510,04000C2US51,Virginia -- In metropolitan statistical area -- not in principal city,87,"379,400","+/-2,958"
R2510,04000C2US53,Washington -- In metropolitan statistical area -- not in principal city,87,"521,500","+/-5,802"
R2510,04000C2US54,West Virginia -- In metropolitan statistical area -- not in principal city,87,"162,900","+/-3,465"
R2510,04000C2US55,Wisconsin -- In metropolitan statistical area -- not in principal city,87,"277,800","+/-1,986"
R2510,04000C2US72,Puerto Rico -- In metropolitan statistical area -- not in principal city,87,"110,100","+/-1,425"
R2510,04000E0US01,Alabama -- In micropolitan statistical area,87,"133,300","+/-5,428"
R2510,04000E0US04,Arizona -- In micropolitan statistical area,87,"190,100","+/-11,444"
R2510,04000E0US05,Arkansas -- In micropolitan statistical area,87,"126,400","+/-6,117"
R2510,04000E0US06,California -- In micropolitan statistical area,87,"380,800","+/-8,877"
R2510,04000E0US08,Colorado -- In micropolitan statistical area,87,"417,300","+/-16,831"
R2510,04000E0US09,Connecticut -- In micropolitan statistical area,87,"300,100","+/-13,418"
R2510,04000E0US12,Florida -- In micropolitan statistical area,87,"179,600","+/-11,721"
R2510,04000E0US13,Georgia -- In micropolitan statistical area,87,"155,000","+/-4,978"
R2510,04000E0US15,Hawaii -- In micropolitan statistical area,87,"543,300","+/-28,695"
R2510,04000E0US16,Idaho -- In micropolitan statistical area,87,"323,300","+/-14,618"
R2510,04000E0US17,Illinois -- In micropolitan statistical area,87,"122,200","+/-2,526"
R2510,04000E0US18,Indiana -- In micropolitan statistical area,87,"147,400","+/-3,469"
R2510,04000E0US19,Iowa -- In micropolitan statistical area,87,"140,600","+/-4,157"
R2510,04000E0US20,Kansas -- In micropolitan statistical area,87,"133,400","+/-5,962"
R2510,04000E0US21,Kentucky -- In micropolitan statistical area,87,"148,000","+/-5,119"
R2510,04000E0US22,Louisiana -- In micropolitan statistical area,87,"134,100","+/-7,943"
R2510,04000E0US23,Maine -- In micropolitan statistical area,87,"189,300","+/-13,031"
R2510,04000E0US24,Maryland -- In micropolitan statistical area,87,"296,900","+/-21,867"
R2510,04000E0US26,Michigan -- In micropolitan statistical area,87,"172,400","+/-2,890"
R2510,04000E0US27,Minnesota -- In micropolitan statistical area,87,"212,400","+/-4,659"
R2510,04000E0US28,Mississippi -- In micropolitan statistical area,87,"121,700","+/-4,293"
R2510,04000E0US29,Missouri -- In micropolitan statistical area,87,"150,000","+/-5,322"
R2510,04000E0US30,Montana -- In micropolitan statistical area,87,"404,000","+/-16,150"
R2510,04000E0US31,Nebraska -- In micropolitan statistical area,87,"170,900","+/-4,154"
R2510,04000E0US32,Nevada -- In micropolitan statistical area,87,"317,700","+/-11,991"
R2510,04000E0US33,New Hampshire -- In micropolitan statistical area,87,"270,800","+/-6,690"
R2510,04000E0US35,New Mexico -- In micropolitan statistical area,87,"159,700","+/-7,507"
R2510,04000E0US36,New York -- In micropolitan statistical area,87,"132,800","+/-3,184"
R2510,04000E0US37,North Carolina -- In micropolitan statistical area,87,"168,600","+/-3,573"
R2510,04000E0US38,North Dakota -- In micropolitan statistical area,87,"224,000","+/-11,166"
R2510,04000E0US39,Ohio -- In micropolitan statistical area,87,"153,700","+/-1,922"
R2510,04000E0US40,Oklahoma -- In micropolitan statistical area,87,"143,300","+/-4,314"
R2510,04000E0US41,Oregon -- In micropolitan statistical area,87,"292,500","+/-7,420"
R2510,04000E0US42,Pennsylvania -- In micropolitan statistical area,87,"132,100","+/-3,420"
R2510,04000E0US45,South Carolina -- In micropolitan statistical area,87,"136,300","+/-12,598"
R2510,04000E0US46,South Dakota -- In micropolitan statistical area,87,"200,600","+/-8,479"
R2510,04000E0US47,Tennessee -- In micropolitan statistical area,87,"173,500","+/-3,212"
R2510,04000E0US48,Texas -- In micropolitan statistical area,87,"152,600","+/-3,557"
R2510,04000E0US49,Utah -- In micropolitan statistical area,87,"386,800","+/-23,374"
R2510,04000E0US50,Vermont -- In micropolitan statistical area,87,"237,900","+/-8,271"
R2510,04000E0US51,Virginia -- In micropolitan statistical area,87,"109,900","+/-5,059"
R2510,04000E0US53,Washington -- In micropolitan statistical area,87,"352,000","+/-7,001"
R2510,04000E0US54,West Virginia -- In micropolitan statistical area,87,"113,100","+/-6,121"
R2510,04000E0US55,Wisconsin -- In micropolitan statistical area,87,"193,700","+/-2,969"
R2510,04000E0US56,Wyoming -- In micropolitan statistical area,87,"259,400","+/-11,271"
R2510,04000E0US72,Puerto Rico -- In micropolitan statistical area,87,"98,800","+/-5,653"
R2510,04000E1US01,Alabama -- In micropolitan statistical area -- in principal city,87,"157,000","+/-9,533"
R2510,04000E1US05,Arkansas -- In micropolitan statistical area -- in principal city,87,"138,300","+/-9,673"
R2510,04000E1US06,California -- In micropolitan statistical area -- in principal city,87,"339,600","+/-16,591"
R2510,04000E1US08,Colorado -- In micropolitan statistical area -- in principal city,87,"340,000","+/-21,066"
R2510,04000E1US12,Florida -- In micropolitan statistical area -- in principal city,87,"273,800","+/-49,088"
R2510,04000E1US13,Georgia -- In micropolitan statistical area -- in principal city,87,"153,300","+/-8,809"
R2510,04000E1US15,Hawaii -- In micropolitan statistical area -- in principal city,87,"472,300","+/-31,731"
R2510,04000E1US16,Idaho -- In micropolitan statistical area -- in principal city,87,"288,400","+/-15,974"
R2510,04000E1US17,Illinois -- In micropolitan statistical area -- in principal city,87,"101,500","+/-4,653"
R2510,04000E1US18,Indiana -- In micropolitan statistical area -- in principal city,87,"110,700","+/-4,566"
R2510,04000E1US19,Iowa -- In micropolitan statistical area -- in principal city,87,"115,800","+/-5,200"
R2510,04000E1US20,Kansas -- In micropolitan statistical area -- in principal city,87,"129,900","+/-9,480"
R2510,04000E1US21,Kentucky -- In micropolitan statistical area -- in principal city,87,"154,800","+/-8,326"
R2510,04000E1US22,Louisiana -- In micropolitan statistical area -- in principal city,87,"135,000","+/-13,824"
R2510,04000E1US26,Michigan -- In micropolitan statistical area -- in principal city,87,"143,100","+/-8,089"
R2510,04000E1US27,Minnesota -- In micropolitan statistical area -- in principal city,87,"175,500","+/-6,975"
R2510,04000E1US28,Mississippi -- In micropolitan statistical area -- in principal city,87,"123,800","+/-7,895"
R2510,04000E1US29,Missouri -- In micropolitan statistical area -- in principal city,87,"140,000","+/-8,152"
R2510,04000E1US30,Montana -- In micropolitan statistical area -- in principal city,87,"350,200","+/-15,786"
R2510,04000E1US31,Nebraska -- In micropolitan statistical area -- in principal city,87,"165,700","+/-4,878"
R2510,04000E1US32,Nevada -- In micropolitan statistical area -- in principal city,87,"290,000","+/-16,310"
R2510,04000E1US33,New Hampshire -- In micropolitan statistical area -- in principal city,87,"251,500","+/-15,016"
R2510,04000E1US35,New Mexico -- In micropolitan statistical area -- in principal city,87,"164,700","+/-10,996"
R2510,04000E1US36,New York -- In micropolitan statistical area -- in principal city,87,"108,900","+/-6,702"
R2510,04000E1US37,North Carolina -- In micropolitan statistical area -- in principal city,87,"189,900","+/-9,411"
R2510,04000E1US38,North Dakota -- In micropolitan statistical area -- in principal city,87,"222,300","+/-14,080"
R2510,04000E1US39,Ohio -- In micropolitan statistical area -- in principal city,87,"129,500","+/-3,660"
R2510,04000E1US40,Oklahoma -- In micropolitan statistical area -- in principal city,87,"133,900","+/-6,503"
R2510,04000E1US41,Oregon -- In micropolitan statistical area -- in principal city,87,"270,100","+/-15,117"
R2510,04000E1US42,Pennsylvania -- In micropolitan statistical area -- in principal city,87,"102,600","+/-6,238"
R2510,04000E1US45,South Carolina -- In micropolitan statistical area -- in principal city,87,"134,400","+/-26,540"
R2510,04000E1US46,South Dakota -- In micropolitan statistical area -- in principal city,87,"193,500","+/-9,279"
R2510,04000E1US47,Tennessee -- In micropolitan statistical area -- in principal city,87,"172,700","+/-6,065"
R2510,04000E1US48,Texas -- In micropolitan statistical area -- in principal city,87,"133,900","+/-6,509"
R2510,04000E1US49,Utah -- In micropolitan statistical area -- in principal city,87,"311,900","+/-35,029"
R2510,04000E1US53,Washington -- In micropolitan statistical area -- in principal city,87,"314,800","+/-13,327"
R2510,04000E1US55,Wisconsin -- In micropolitan statistical area -- in principal city,87,"155,300","+/-4,955"
R2510,04000E1US56,Wyoming -- In micropolitan statistical area -- in principal city,87,"245,100","+/-12,767"
R2510,04000E2US01,Alabama -- In micropolitan statistical area -- not in principal city,87,"123,300","+/-5,283"
R2510,04000E2US04,Arizona -- In micropolitan statistical area -- not in principal city,87,"174,200","+/-10,606"
R2510,04000E2US05,Arkansas -- In micropolitan statistical area -- not in principal city,87,"121,700","+/-5,913"
R2510,04000E2US06,California -- In micropolitan statistical area -- not in principal city,87,"390,900","+/-10,558"
R2510,04000E2US08,Colorado -- In micropolitan statistical area -- not in principal city,87,"449,100","+/-21,326"
R2510,04000E2US09,Connecticut -- In micropolitan statistical area -- not in principal city,87,"334,000","+/-12,179"
R2510,04000E2US12,Florida -- In micropolitan statistical area -- not in principal city,87,"170,400","+/-7,817"
R2510,04000E2US13,Georgia -- In micropolitan statistical area -- not in principal city,87,"155,700","+/-6,163"
R2510,04000E2US15,Hawaii -- In micropolitan statistical area -- not in principal city,87,"572,300","+/-33,515"
R2510,04000E2US16,Idaho -- In micropolitan statistical area -- not in principal city,87,"343,000","+/-18,546"
R2510,04000E2US17,Illinois -- In micropolitan statistical area -- not in principal city,87,"135,000","+/-4,257"
R2510,04000E2US18,Indiana -- In micropolitan statistical area -- not in principal city,87,"164,900","+/-3,557"
R2510,04000E2US19,Iowa -- In micropolitan statistical area -- not in principal city,87,"172,000","+/-6,263"
R2510,04000E2US20,Kansas -- In micropolitan statistical area -- not in principal city,87,"138,400","+/-7,538"
R2510,04000E2US21,Kentucky -- In micropolitan statistical area -- not in principal city,87,"145,100","+/-6,643"
R2510,04000E2US22,Louisiana -- In micropolitan statistical area -- not in principal city,87,"133,800","+/-9,230"
R2510,04000E2US23,Maine -- In micropolitan statistical area -- not in principal city,87,"203,800","+/-15,718"
R2510,04000E2US26,Michigan -- In micropolitan statistical area -- not in principal city,87,"178,000","+/-3,490"
R2510,04000E2US27,Minnesota -- In micropolitan statistical area -- not in principal city,87,"239,700","+/-5,210"
R2510,04000E2US28,Mississippi -- In micropolitan statistical area -- not in principal city,87,"120,700","+/-5,414"
R2510,04000E2US29,Missouri -- In micropolitan statistical area -- not in principal city,87,"154,600","+/-5,646"
R2510,04000E2US30,Montana -- In micropolitan statistical area -- not in principal city,87,"446,700","+/-17,910"
R2510,04000E2US31,Nebraska -- In micropolitan statistical area -- not in principal city,87,"182,000","+/-10,146"
R2510,04000E2US32,Nevada -- In micropolitan statistical area -- not in principal city,87,"350,800","+/-16,657"
R2510,04000E2US33,New Hampshire -- In micropolitan statistical area -- not in principal city,87,"275,800","+/-7,608"
R2510,04000E2US35,New Mexico -- In micropolitan statistical area -- not in principal city,87,"154,900","+/-11,282"
R2510,04000E2US36,New York -- In micropolitan statistical area -- not in principal city,87,"140,900","+/-4,113"
R2510,04000E2US37,North Carolina -- In micropolitan statistical area -- not in principal city,87,"164,100","+/-3,956"
R2510,04000E2US38,North Dakota -- In micropolitan statistical area -- not in principal city,87,"227,800","+/-17,226"
R2510,04000E2US39,Ohio -- In micropolitan statistical area -- not in principal city,87,"162,200","+/-2,123"
R2510,04000E2US40,Oklahoma -- In micropolitan statistical area -- not in principal city,87,"151,500","+/-5,030"
R2510,04000E2US41,Oregon -- In micropolitan statistical area -- not in principal city,87,"300,100","+/-10,756"
R2510,04000E2US42,Pennsylvania -- In micropolitan statistical area -- not in principal city,87,"138,800","+/-3,614"
R2510,04000E2US45,South Carolina -- In micropolitan statistical area -- not in principal city,87,"136,700","+/-13,557"
R2510,04000E2US46,South Dakota -- In micropolitan statistical area -- not in principal city,87,"214,100","+/-12,633"
R2510,04000E2US47,Tennessee -- In micropolitan statistical area -- not in principal city,87,"173,800","+/-5,115"
R2510,04000E2US48,Texas -- In micropolitan statistical area -- not in principal city,87,"164,800","+/-4,521"
R2510,04000E2US49,Utah -- In micropolitan statistical area -- not in principal city,87,"456,000","+/-43,669"
R2510,04000E2US50,Vermont -- In micropolitan statistical area -- not in principal city,87,"251,500","+/-10,329"
R2510,04000E2US51,Virginia -- In micropolitan statistical area -- not in principal city,87,"114,500","+/-5,130"
R2510,04000E2US53,Washington -- In micropolitan statistical area -- not in principal city,87,"365,100","+/-8,901"
R2510,04000E2US54,West Virginia -- In micropolitan statistical area -- not in principal city,87,"114,000","+/-6,687"
R2510,04000E2US55,Wisconsin -- In micropolitan statistical area -- not in principal city,87,"212,100","+/-3,130"
R2510,04000E2US56,Wyoming -- In micropolitan statistical area -- not in principal city,87,"285,100","+/-24,266"
R2510,04000E2US72,Puerto Rico -- In micropolitan statistical area -- not in principal city,87,"104,000","+/-5,805"
R2510,04000G0US01,Alabama -- Not in metropolitan or micropolitan statistical area,87,"110,600","+/-5,084"
